player_id,p_formatted_ip,k_percent,bb_percent,slg_percent,isolated_power,p_earned_run,p_era,woba,exit_velocity_avg,barrel_batted_rate,hard_hit_percent,groundballs_percent,flyballs_percent,popups_percent,n_ff_formatted,n_sl_formatted,n_ch_formatted,n_cukc_formatted,n_sift_formatted,n_fc_formatted,n_fs_formatted,n_fastball_formatted,fastball_avg_speed,n_breaking_formatted,breaking_avg_speed,breaking_avg_break,n_offspeed_formatted,Pitcher_Cluster_Label
424144,0.05719288007003209,0.3262599469496022,0.2305084745762712,0.18903803131991054,0.0560747663551402,0.047619047619047616,0.1070090957731407,0.22295805739514346,0.3538461538461535,0.1822222222222222,0.20181405895691612,0.5092511013215859,0.6228813559322034,0.08583690987124463,0.15390334572490705,0.48682228915662645,0.0,0.0,0.5247101891397193,0.0,0.0,0.5135440180586908,0.3944444444444448,0.48449319213313163,0.24038461538461497,0.3942307692307693,0.0,0
425794,0.8518626592743895,0.336870026525199,0.15706214689265535,0.31170768083519756,0.21619937694704053,0.6825396825396826,0.1767433565186374,0.31420161883738057,0.4051282051282046,0.2814814814814815,0.4232804232804234,0.519236417033774,0.3799435028248588,0.2246065808297568,0.10371747211895911,0.0011295180722891566,0.06206459784673843,0.5632876712328767,0.33801098230628435,0.2969116080937168,0.0,0.554928517682468,0.25,0.3857791225416036,0.1057692307692304,0.9599358974358972,0.06206459784673843,2
425844,0.6816457543040559,0.2908930150309461,0.09717514124293783,0.36875466070096946,0.2542056074766355,0.6547619047619048,0.21169966113786337,0.3635025754231053,0.42307692307692335,0.31851851851851853,0.4338624338624339,0.48164464023494874,0.38629943502824854,0.28898426323319026,0.4516728624535316,0.14947289156626506,0.26134684399408903,0.2887671232876712,0.03131991051454138,0.09584664536741216,0.0,0.417607223476298,0.314814814814814,0.34568835098335854,0.2580128205128198,0.5400641025641025,0.26134684399408903,5
429722,0.33206886489641074,0.31034482758620696,0.21694915254237288,0.3993288590604027,0.3158878504672897,0.40476190476190477,0.25040128410914925,0.40838852097130246,0.592307692307692,0.48444444444444446,0.5941043083900226,0.36651982378854625,0.5402542372881356,0.2145922746781116,0.5018587360594795,0.5828313253012047,0.040531982267257745,0.0,0.0,0.0,0.0,0.3803611738148984,0.5888888888888895,0.5809379727685325,0.6394230769230766,0.15865384615384617,0.040531982267257745,4
431148,0.01692442369419317,0.2944297082228117,0.31864406779661014,0.5302013422818792,0.4336448598130841,0.09523809523809523,0.3397538790797217,0.5629139072847684,0.7384615384615376,0.5866666666666667,0.7346938775510203,0.5533039647577094,0.4449152542372881,0.11158798283261803,0.607806691449814,0.1637801204819277,0.39012032932235585,0.0,0.0,0.0,0.0,0.4875846501128669,0.5333333333333341,0.15998487140695916,0.7692307692307692,0.3028846153846154,0.39012032932235585,3
433589,0.24161073825503354,0.22413793103448282,0.11016949152542371,0.32606263982102907,0.24299065420560753,0.22619047619047616,0.14927768860353127,0.2980132450331127,0.3461538461538458,0.4222222222222222,0.3185941043083899,0.3559471365638767,0.5338983050847457,0.5364806866952789,0.48903345724907066,0.0,0.22545915136162123,0.19890410958904106,0.0,0.3290734824281151,0.0,0.660270880361174,0.21111111111111125,0.13388804841149773,0.1682692307692304,0.46875,0.22545915136162123,2
434378,0.9734461628246278,0.5490716180371353,0.09830508474576272,0.20246085011185683,0.12336448598130842,0.40476190476190477,0.09363295880149812,0.17439293598234,0.40769230769230713,0.28,0.3900226757369613,0.3982378854625552,0.4915254237288135,0.5107296137339056,0.5609665427509293,0.3196536144578313,0.029132362254591506,0.3073972602739726,0.0,0.0,0.0,0.4401805869074492,0.677777777777778,0.5298789712556732,0.625,0.35096153846153844,0.029132362254591506,1
434671,0.30843303180624443,0.26259946949602125,0.264406779661017,0.4323266219239374,0.3598130841121496,0.42857142857142855,0.2915997859818084,0.46026490066225184,0.476923076923077,0.38000000000000006,0.4489795918367348,0.42290748898678415,0.49576271186440674,0.30472103004291845,0.2420074349442379,0.034450301204819275,0.20202659911336288,0.09534246575342466,0.16351433801098228,0.3194888178913739,0.5349264705882354,0.5536117381489842,0.31944444444444464,0.09701210287443267,0.334134615384615,0.1634615384615384,0.38632045598480047,2
444468,0.06886489641085497,0.44031830238726793,0.33220338983050846,0.6062639821029083,0.588785046728972,0.20238095238095238,0.4093097913322632,0.5938189845474613,0.6923076923076925,0.6444444444444445,0.5873015873015872,0.3436123348017622,0.46822033898305077,0.20600858369098712,0.5453531598513011,0.4167921686746987,0.04433185560481316,0.0,0.12690665039658328,0.0,0.0,0.5428893905191874,0.7111111111111112,0.4141452344931921,0.6875,0.1971153846153846,0.04433185560481316,3
445213,0.10767435074409103,0.2029177718832892,0.2305084745762712,0.4446308724832215,0.3336448598130841,0.1607142857142857,0.22980203317281966,0.456953642384106,0.5115384615384615,0.3088888888888889,0.5351473922902494,0.7295154185022028,0.25000000000000006,0.14163090128755365,0.010594795539033457,0.13780120481927707,0.15136162127929068,0.0,0.9103111653447223,0.0,0.0,0.7262979683972912,0.49166666666666714,0.13388804841149773,0.6682692307692308,0.08413461538461534,0.15136162127929068,0
445276,0.25775702752650514,0.6604774535809019,0.2903954802259887,0.23228933631618198,0.17445482866043616,0.19841269841269843,0.1592652042090244,0.25312729948491536,0.16153846153846185,0.22814814814814813,0.14965986394557823,0.27430249632892806,0.574858757062147,0.5579399141630901,0.0,0.14344879518072287,0.0,0.0,0.3119788488916006,0.7850905218317361,0.0,0.8566591422121896,0.5259259259259261,0.13956127080181546,0.5048076923076925,0.3076923076923077,0.0,2
445926,0.18422332457932106,0.42440318302387275,0.22259887005649717,0.39224459358687547,0.3152647975077882,0.19841269841269843,0.2279293739967897,0.3885209713024283,0.523076923076923,0.4177777777777778,0.5230536659108087,0.444640234948605,0.4872881355932203,0.22031473533619456,0.039405204460966535,0.13836596385542166,0.11652944901836601,0.026301369863013697,0.4104128533658735,0.5669861554845581,0.0,0.7960872836719339,0.4018518518518528,0.09455370650529499,0.47275641025641013,0.3685897435897435,0.11652944901836601,2
446321,0.14162046493531755,0.41821396993810783,0.21016949152542372,0.39522744220730793,0.3183800623052959,0.18650793650793648,0.21901194934902798,0.41206769683590877,0.49230769230769145,0.35703703703703704,0.5442176870748299,0.5251101321585905,0.38629943502824854,0.39341917024320455,0.3226765799256505,0.31287650602409633,0.06839772007599745,0.07726027397260272,0.2892007321537523,0.35058572949946765,0.0,0.7795334838224228,0.38703703703703685,0.15468986384266264,0.37980769230769207,0.29807692307692313,0.06839772007599745,2
446372,0.6641377297928217,0.3978779840848808,0.16440677966101694,0.34787472035794187,0.2271028037383178,0.6726190476190476,0.2185660781166399,0.37527593818984556,0.3461538461538458,0.30444444444444446,0.38435374149659857,0.4290748898678413,0.43749999999999994,0.3969957081545064,0.032899628252788096,0.0,0.15136162127929068,0.46438356164383554,0.3154362416107383,0.38977635782747616,0.0,0.5451467268623026,0.3083333333333327,0.3171331316187595,0.49038461538461586,0.7187499999999998,0.15136162127929068,2
448179,0.5756249392082482,0.3713527851458886,0.24519774011299436,0.32587621178225207,0.24299065420560748,0.5555555555555555,0.19903691813804172,0.3539367181751289,0.4051282051282046,0.3911111111111111,0.3469387755102041,0.41527165932452287,0.4809322033898305,0.3719599427753934,0.4758364312267659,0.005647590361445782,0.03166561114629511,0.6482191780821918,0.019930852145617246,0.08008519701810438,0.0,0.4469525959367946,0.25925925925925863,0.5219364599092283,0.03205128205128194,1.0,0.03166561114629511,5
